year,race_ethnicity,total_count
2023,Unsheltered Homeless People in Families - Non-Hispanic/Latina/e/o,25514.0
2023,Unsheltered Homeless People in Families - White,18120.0
2023,"Unsheltered Homeless Veterans - American Indian, Alaska Native, or Indigenous",1616.0
2023,Unsheltered Homeless Veterans - Asian or Asian American,850.0
2023,"Unsheltered Homeless Veterans - Black, African American, or African",7866.0
2023,Unsheltered Homeless Veterans - Hispanic/Latina/e/o,5714.0
2023,Unsheltered Homeless Veterans - Native Hawaiian or Other Pacific Islander,516.0
2023,Unsheltered Homeless Veterans - Non-Hispanic/Latina/e/o,25300.0
2023,Unsheltered Homeless Veterans - White,17888.0
2024,"Overall Homeless - American Indian, Alaska Native, or Indigenous",39362.0
2024,"Overall Homeless - American Indian, Alaska Native, or Indigenous Only",31850.0
2024,"Overall Homeless - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",7512.0
2024,Overall Homeless - Asian or Asian American,20810.0
2024,Overall Homeless - Asian or Asian American Only,19304.0
2024,Overall Homeless - Asian or Asian American and Hispanic/Latina/e/o,1506.0
2024,"Overall Homeless - Black, African American, or African",477876.0
2024,"Overall Homeless - Black, African American, or African Only",446408.0
2024,"Overall Homeless - Black, African American, or African and Hispanic/Latina/e/o",31468.0
2024,Overall Homeless - Hispanic/Latina/e/o,471930.0
2024,Overall Homeless - Hispanic/Latina/e/o Only,310292.0
2024,Overall Homeless - Middle Eastern or North African and Hispanic/Latina/e/o,998.0
2024,Overall Homeless - Multi-Racial and Hispanic/Latina/e/o,12800.0
2024,Overall Homeless - Native Hawaiian or Other Pacific Islander,21868.0
2024,Overall Homeless - Native Hawaiian or Other Pacific Islander Only,19898.0
2024,Overall Homeless - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,1970.0
2024,Overall Homeless - Non-Hispanic/Latina/e/o,1071030.0
2024,Overall Homeless - White,556316.0
2024,Overall Homeless - White Only,462662.0
2024,Overall Homeless - White and Hispanic/Latina/e/o,93654.0
2024,"Overall Homeless Individuals - American Indian, Alaska Native, or Indigenous",30612.0
2024,"Overall Homeless Individuals - American Indian, Alaska Native, or Indigenous Only",25566.0
2024,"Overall Homeless Individuals - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",5046.0
2024,Overall Homeless Individuals - Asian or Asian American,14978.0
2024,Overall Homeless Individuals - Asian or Asian American Only,13834.0
2024,Overall Homeless Individuals - Asian or Asian American and Hispanic/Latina/e/o,1144.0
2024,"Overall Homeless Individuals - Black, African American, or African",283840.0
2024,"Overall Homeless Individuals - Black, African American, or African Only",271920.0
2024,"Overall Homeless Individuals - Black, African American, or African and Hispanic/Latina/e/o",11920.0
2024,Overall Homeless Individuals - Hispanic/Latina/e/o,245374.0
2024,Overall Homeless Individuals - Hispanic/Latina/e/o Only,157480.0
2024,Overall Homeless Individuals - Middle Eastern or North African and Hispanic/Latina/e/o,836.0
2024,Overall Homeless Individuals - Multi-Racial and Hispanic/Latina/e/o,7408.0
2024,Overall Homeless Individuals - Native Hawaiian or Other Pacific Islander,11510.0
2024,Overall Homeless Individuals - Native Hawaiian or Other Pacific Islander Only,10194.0
2024,Overall Homeless Individuals - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,1316.0
2024,Overall Homeless Individuals - Non-Hispanic/Latina/e/o,778640.0
2024,Overall Homeless Individuals - White,433748.0
2024,Overall Homeless Individuals - White Only,384478.0
2024,Overall Homeless Individuals - White and Hispanic/Latina/e/o,49270.0
2024,"Overall Homeless People in Families - American Indian, Alaska Native, or Indigenous",8750.0
2024,"Overall Homeless People in Families - American Indian, Alaska Native, or Indigenous Only",6284.0
2024,"Overall Homeless People in Families - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",2466.0
2024,Overall Homeless People in Families - Asian or Asian American,5832.0
2024,Overall Homeless People in Families - Asian or Asian American Only,5470.0
2024,Overall Homeless People in Families - Asian or Asian American and Hispanic/Latina/e/o,362.0
2024,"Overall Homeless People in Families - Black, African American, or African",194036.0
2024,"Overall Homeless People in Families - Black, African American, or African Only",174488.0
2024,"Overall Homeless People in Families - Black, African American, or African and Hispanic/Latina/e/o",19548.0
2024,Overall Homeless People in Families - Hispanic/Latina/e/o,226556.0
2024,Overall Homeless People in Families - Hispanic/Latina/e/o Only,152812.0
2024,Overall Homeless People in Families - Middle Eastern or North African and Hispanic/Latina/e/o,162.0
2024,Overall Homeless People in Families - Multi-Racial and Hispanic/Latina/e/o,5392.0
2024,Overall Homeless People in Families - Native Hawaiian or Other Pacific Islander,10358.0
2024,Overall Homeless People in Families - Native Hawaiian or Other Pacific Islander Only,9704.0
2024,Overall Homeless People in Families - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,654.0
2024,Overall Homeless People in Families - Non-Hispanic/Latina/e/o,292390.0
2024,Overall Homeless People in Families - White,122568.0
2024,Overall Homeless People in Families - White Only,78184.0
2024,Overall Homeless People in Families - White and Hispanic/Latina/e/o,44384.0
2024,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",1876.0
2024,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous Only",1646.0
2024,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",230.0
2024,Overall Homeless Veterans - Asian or Asian American,720.0
2024,Overall Homeless Veterans - Asian or Asian American Only,692.0
2024,Overall Homeless Veterans - Asian or Asian American and Hispanic/Latina/e/o,28.0
2024,"Overall Homeless Veterans - Black, African American, or African",19770.0
2024,"Overall Homeless Veterans - Black, African American, or African Only",19208.0
2024,"Overall Homeless Veterans - Black, African American, or African and Hispanic/Latina/e/o",562.0
2024,Overall Homeless Veterans - Hispanic/Latina/e/o,8064.0
2024,Overall Homeless Veterans - Hispanic/Latina/e/o Only,4406.0
2024,Overall Homeless Veterans - Middle Eastern or North African and Hispanic/Latina/e/o,8.0
2024,Overall Homeless Veterans - Multi-Racial and Hispanic/Latina/e/o,492.0
2024,Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,638.0
2024,Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander Only,574.0
2024,Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,64.0
2024,Overall Homeless Veterans - Non-Hispanic/Latina/e/o,57700.0
2024,Overall Homeless Veterans - White,32034.0
2024,Overall Homeless Veterans - White Only,30060.0
2024,Overall Homeless Veterans - White and Hispanic/Latina/e/o,1974.0
2024,"Sheltered ES Homeless - American Indian, Alaska Native, or Indigenous",18226.0
2024,"Sheltered ES Homeless - American Indian, Alaska Native, or Indigenous Only",13506.0
2024,"Sheltered ES Homeless - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",4720.0
2024,Sheltered ES Homeless - Asian or Asian American,11778.0
2024,Sheltered ES Homeless - Asian or Asian American Only,11062.0
2024,Sheltered ES Homeless - Asian or Asian American and Hispanic/Latina/e/o,716.0
2024,"Sheltered ES Homeless - Black, African American, or African",312526.0
2024,"Sheltered ES Homeless - Black, African American, or African Only",287538.0
2024,"Sheltered ES Homeless - Black, African American, or African and Hispanic/Latina/e/o",24988.0
2024,Sheltered ES Homeless - Hispanic/Latina/e/o,311634.0
2024,Sheltered ES Homeless - Hispanic/Latina/e/o Only,202578.0
2024,Sheltered ES Homeless - Middle Eastern or North African and Hispanic/Latina/e/o,766.0
2024,Sheltered ES Homeless - Multi-Racial and Hispanic/Latina/e/o,6076.0
2024,Sheltered ES Homeless - Native Hawaiian or Other Pacific Islander,11390.0
2024,Sheltered ES Homeless - Native Hawaiian or Other Pacific Islander Only,10210.0
2024,Sheltered ES Homeless - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,1180.0
2024,Sheltered ES Homeless - Non-Hispanic/Latina/e/o,551322.0
2024,Sheltered ES Homeless - White,277448.0
2024,Sheltered ES Homeless - White Only,206838.0
2024,Sheltered ES Homeless - White and Hispanic/Latina/e/o,70610.0
2024,"Sheltered ES Homeless Individuals - American Indian, Alaska Native, or Indigenous",12066.0
2024,"Sheltered ES Homeless Individuals - American Indian, Alaska Native, or Indigenous Only",9380.0
2024,"Sheltered ES Homeless Individuals - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",2686.0
2024,Sheltered ES Homeless Individuals - Asian or Asian American,7040.0
2024,Sheltered ES Homeless Individuals - Asian or Asian American Only,6634.0
2024,Sheltered ES Homeless Individuals - Asian or Asian American and Hispanic/Latina/e/o,406.0
2024,"Sheltered ES Homeless Individuals - Black, African American, or African",150990.0
2024,"Sheltered ES Homeless Individuals - Black, African American, or African Only",143776.0
2024,"Sheltered ES Homeless Individuals - Black, African American, or African and Hispanic/Latina/e/o",7214.0
2024,Sheltered ES Homeless Individuals - Hispanic/Latina/e/o,108374.0
2024,Sheltered ES Homeless Individuals - Hispanic/Latina/e/o Only,61036.0
2024,Sheltered ES Homeless Individuals - Middle Eastern or North African and Hispanic/Latina/e/o,640.0
2024,Sheltered ES Homeless Individuals - Multi-Racial and Hispanic/Latina/e/o,2546.0
2024,Sheltered ES Homeless Individuals - Native Hawaiian or Other Pacific Islander,4572.0
2024,Sheltered ES Homeless Individuals - Native Hawaiian or Other Pacific Islander Only,3908.0
2024,Sheltered ES Homeless Individuals - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,664.0
2024,Sheltered ES Homeless Individuals - Non-Hispanic/Latina/e/o,328706.0
2024,Sheltered ES Homeless Individuals - White,186480.0
2024,Sheltered ES Homeless Individuals - White Only,153298.0
2024,Sheltered ES Homeless Individuals - White and Hispanic/Latina/e/o,33182.0
2024,"Sheltered ES Homeless People in Families - American Indian, Alaska Native, or Indigenous",6160.0
2024,"Sheltered ES Homeless People in Families - American Indian, Alaska Native, or Indigenous Only",4126.0
2024,"Sheltered ES Homeless People in Families - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",2034.0
2024,Sheltered ES Homeless People in Families - Asian or Asian American,4738.0
2024,Sheltered ES Homeless People in Families - Asian or Asian American Only,4428.0
2024,Sheltered ES Homeless People in Families - Asian or Asian American and Hispanic/Latina/e/o,310.0
2024,"Sheltered ES Homeless People in Families - Black, African American, or African",161536.0
2024,"Sheltered ES Homeless People in Families - Black, African American, or African Only",143762.0
2024,"Sheltered ES Homeless People in Families - Black, African American, or African and Hispanic/Latina/e/o",17774.0
2024,Sheltered ES Homeless People in Families - Hispanic/Latina/e/o,203260.0
2024,Sheltered ES Homeless People in Families - Hispanic/Latina/e/o Only,141542.0
2024,Sheltered ES Homeless People in Families - Middle Eastern or North African and Hispanic/Latina/e/o,126.0
2024,Sheltered ES Homeless People in Families - Multi-Racial and Hispanic/Latina/e/o,3530.0
2024,Sheltered ES Homeless People in Families - Native Hawaiian or Other Pacific Islander,6818.0
2024,Sheltered ES Homeless People in Families - Native Hawaiian or Other Pacific Islander Only,6302.0
2024,Sheltered ES Homeless People in Families - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,516.0
2024,Sheltered ES Homeless People in Families - Non-Hispanic/Latina/e/o,222616.0
2024,Sheltered ES Homeless People in Families - White,90968.0
2024,Sheltered ES Homeless People in Families - White Only,53540.0
2024,Sheltered ES Homeless People in Families - White and Hispanic/Latina/e/o,37428.0
2024,"Sheltered ES Homeless Veterans - American Indian, Alaska Native, or Indigenous",570.0
2024,"Sheltered ES Homeless Veterans - American Indian, Alaska Native, or Indigenous Only",512.0
2024,"Sheltered ES Homeless Veterans - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",58.0
2024,Sheltered ES Homeless Veterans - Asian or Asian American,162.0
2024,Sheltered ES Homeless Veterans - Asian or Asian American Only,154.0
2024,Sheltered ES Homeless Veterans - Asian or Asian American and Hispanic/Latina/e/o,8.0
2024,"Sheltered ES Homeless Veterans - Black, African American, or African",6742.0
2024,"Sheltered ES Homeless Veterans - Black, African American, or African Only",6548.0
2024,"Sheltered ES Homeless Veterans - Black, African American, or African and Hispanic/Latina/e/o",194.0
2024,Sheltered ES Homeless Veterans - Hispanic/Latina/e/o,1740.0
2024,Sheltered ES Homeless Veterans - Hispanic/Latina/e/o Only,644.0
2024,Sheltered ES Homeless Veterans - Multi-Racial and Hispanic/Latina/e/o,92.0
2024,Sheltered ES Homeless Veterans - Native Hawaiian or Other Pacific Islander,166.0
2024,Sheltered ES Homeless Veterans - Native Hawaiian or Other Pacific Islander Only,146.0
2024,Sheltered ES Homeless Veterans - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,20.0
2024,Sheltered ES Homeless Veterans - Non-Hispanic/Latina/e/o,18052.0
2024,Sheltered ES Homeless Veterans - White,10806.0
2024,Sheltered ES Homeless Veterans - White Only,10082.0
2024,Sheltered ES Homeless Veterans - White and Hispanic/Latina/e/o,724.0
2024,"Sheltered SH Homeless - American Indian, Alaska Native, or Indigenous",56.0
2024,"Sheltered SH Homeless - American Indian, Alaska Native, or Indigenous Only",38.0
2024,"Sheltered SH Homeless - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",18.0
2024,Sheltered SH Homeless - Asian or Asian American,66.0
2024,Sheltered SH Homeless - Asian or Asian American Only,62.0
2024,Sheltered SH Homeless - Asian or Asian American and Hispanic/Latina/e/o,4.0
2024,"Sheltered SH Homeless - Black, African American, or African",1640.0
2024,"Sheltered SH Homeless - Black, African American, or African Only",1550.0
2024,"Sheltered SH Homeless - Black, African American, or African and Hispanic/Latina/e/o",90.0
2024,Sheltered SH Homeless - Hispanic/Latina/e/o,504.0
2024,Sheltered SH Homeless - Hispanic/Latina/e/o Only,178.0
2024,Sheltered SH Homeless - Multi-Racial and Hispanic/Latina/e/o,28.0
2024,Sheltered SH Homeless - Native Hawaiian or Other Pacific Islander,22.0
2024,Sheltered SH Homeless - Native Hawaiian or Other Pacific Islander Only,22.0
2024,Sheltered SH Homeless - Non-Hispanic/Latina/e/o,3392.0
2024,Sheltered SH Homeless - White,1800.0
2024,Sheltered SH Homeless - White Only,1614.0
2024,Sheltered SH Homeless - White and Hispanic/Latina/e/o,186.0
2024,"Sheltered SH Homeless Individuals - American Indian, Alaska Native, or Indigenous",56.0
2024,"Sheltered SH Homeless Individuals - American Indian, Alaska Native, or Indigenous Only",38.0
2024,"Sheltered SH Homeless Individuals - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",18.0
2024,Sheltered SH Homeless Individuals - Asian or Asian American,66.0
2024,Sheltered SH Homeless Individuals - Asian or Asian American Only,62.0
2024,Sheltered SH Homeless Individuals - Asian or Asian American and Hispanic/Latina/e/o,4.0
2024,"Sheltered SH Homeless Individuals - Black, African American, or African",1640.0
2024,"Sheltered SH Homeless Individuals - Black, African American, or African Only",1550.0
2024,"Sheltered SH Homeless Individuals - Black, African American, or African and Hispanic/Latina/e/o",90.0
2024,Sheltered SH Homeless Individuals - Hispanic/Latina/e/o,504.0
2024,Sheltered SH Homeless Individuals - Hispanic/Latina/e/o Only,178.0
2024,Sheltered SH Homeless Individuals - Multi-Racial and Hispanic/Latina/e/o,28.0
2024,Sheltered SH Homeless Individuals - Native Hawaiian or Other Pacific Islander,22.0
2024,Sheltered SH Homeless Individuals - Native Hawaiian or Other Pacific Islander Only,22.0
2024,Sheltered SH Homeless Individuals - Non-Hispanic/Latina/e/o,3392.0
2024,Sheltered SH Homeless Individuals - White,1800.0
2024,Sheltered SH Homeless Individuals - White Only,1614.0
2024,Sheltered SH Homeless Individuals - White and Hispanic/Latina/e/o,186.0
2024,"Sheltered SH Homeless Veterans - American Indian, Alaska Native, or Indigenous",30.0
2024,"Sheltered SH Homeless Veterans - American Indian, Alaska Native, or Indigenous Only",26.0
2024,"Sheltered SH Homeless Veterans - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",4.0
2024,Sheltered SH Homeless Veterans - Asian or Asian American,20.0
2024,Sheltered SH Homeless Veterans - Asian or Asian American Only,18.0
2024,Sheltered SH Homeless Veterans - Asian or Asian American and Hispanic/Latina/e/o,2.0
2024,"Sheltered SH Homeless Veterans - Black, African American, or African",866.0
2024,"Sheltered SH Homeless Veterans - Black, African American, or African Only",852.0
2024,"Sheltered SH Homeless Veterans - Black, African American, or African and Hispanic/Latina/e/o",14.0
2024,Sheltered SH Homeless Veterans - Hispanic/Latina/e/o,184.0
2024,Sheltered SH Homeless Veterans - Hispanic/Latina/e/o Only,70.0
2024,Sheltered SH Homeless Veterans - Multi-Racial and Hispanic/Latina/e/o,14.0
2024,Sheltered SH Homeless Veterans - Native Hawaiian or Other Pacific Islander,14.0
2024,Sheltered SH Homeless Veterans - Native Hawaiian or Other Pacific Islander Only,14.0
2024,Sheltered SH Homeless Veterans - Non-Hispanic/Latina/e/o,1782.0
2024,Sheltered SH Homeless Veterans - White,912.0
2024,Sheltered SH Homeless Veterans - White Only,832.0
2024,Sheltered SH Homeless Veterans - White and Hispanic/Latina/e/o,80.0
2024,"Sheltered TH Homeless - American Indian, Alaska Native, or Indigenous",3382.0
2024,"Sheltered TH Homeless - American Indian, Alaska Native, or Indigenous Only",2604.0
2024,"Sheltered TH Homeless - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",778.0
2024,Sheltered TH Homeless - Asian or Asian American,1604.0
2024,Sheltered TH Homeless - Asian or Asian American Only,1506.0
2024,Sheltered TH Homeless - Asian or Asian American and Hispanic/Latina/e/o,98.0
2024,"Sheltered TH Homeless - Black, African American, or African",49606.0
2024,"Sheltered TH Homeless - Black, African American, or African Only",47324.0
2024,"Sheltered TH Homeless - Black, African American, or African and Hispanic/Latina/e/o",2282.0
2024,Sheltered TH Homeless - Hispanic/Latina/e/o,25574.0
2024,Sheltered TH Homeless - Hispanic/Latina/e/o Only,10096.0
2024,Sheltered TH Homeless - Middle Eastern or North African and Hispanic/Latina/e/o,38.0
2024,Sheltered TH Homeless - Multi-Racial and Hispanic/Latina/e/o,1878.0
2024,Sheltered TH Homeless - Native Hawaiian or Other Pacific Islander,1724.0
2024,Sheltered TH Homeless - Native Hawaiian or Other Pacific Islander Only,1498.0
2024,Sheltered TH Homeless - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,226.0
2024,Sheltered TH Homeless - Non-Hispanic/Latina/e/o,102086.0
2024,Sheltered TH Homeless - White,53668.0
2024,Sheltered TH Homeless - White Only,43490.0
2024,Sheltered TH Homeless - White and Hispanic/Latina/e/o,10178.0
2024,"Sheltered TH Homeless Individuals - American Indian, Alaska Native, or Indigenous",1804.0
2024,"Sheltered TH Homeless Individuals - American Indian, Alaska Native, or Indigenous Only",1358.0
2024,"Sheltered TH Homeless Individuals - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",446.0
2024,Sheltered TH Homeless Individuals - Asian or Asian American,890.0
2024,Sheltered TH Homeless Individuals - Asian or Asian American Only,834.0
2024,Sheltered TH Homeless Individuals - Asian or Asian American and Hispanic/Latina/e/o,56.0
2024,"Sheltered TH Homeless Individuals - Black, African American, or African",26788.0
2024,"Sheltered TH Homeless Individuals - Black, African American, or African Only",25798.0
2024,"Sheltered TH Homeless Individuals - Black, African American, or African and Hispanic/Latina/e/o",990.0
2024,Sheltered TH Homeless Individuals - Hispanic/Latina/e/o,11568.0
2024,Sheltered TH Homeless Individuals - Hispanic/Latina/e/o Only,4858.0
2024,Sheltered TH Homeless Individuals - Middle Eastern or North African and Hispanic/Latina/e/o,2.0
2024,Sheltered TH Homeless Individuals - Multi-Racial and Hispanic/Latina/e/o,700.0
2024,Sheltered TH Homeless Individuals - Native Hawaiian or Other Pacific Islander,492.0
2024,Sheltered TH Homeless Individuals - Native Hawaiian or Other Pacific Islander Only,378.0
2024,Sheltered TH Homeless Individuals - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,114.0
2024,Sheltered TH Homeless Individuals - Non-Hispanic/Latina/e/o,60136.0
2024,Sheltered TH Homeless Individuals - White,34026.0
2024,Sheltered TH Homeless Individuals - White Only,29624.0
2024,Sheltered TH Homeless Individuals - White and Hispanic/Latina/e/o,4402.0
2024,"Sheltered TH Homeless People in Families - American Indian, Alaska Native, or Indigenous",1578.0
2024,"Sheltered TH Homeless People in Families - American Indian, Alaska Native, or Indigenous Only",1246.0
2024,"Sheltered TH Homeless People in Families - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",332.0
2024,Sheltered TH Homeless People in Families - Asian or Asian American,714.0
2024,Sheltered TH Homeless People in Families - Asian or Asian American Only,672.0
2024,Sheltered TH Homeless People in Families - Asian or Asian American and Hispanic/Latina/e/o,42.0
2024,"Sheltered TH Homeless People in Families - Black, African American, or African",22818.0
2024,"Sheltered TH Homeless People in Families - Black, African American, or African Only",21526.0
2024,"Sheltered TH Homeless People in Families - Black, African American, or African and Hispanic/Latina/e/o",1292.0
2024,Sheltered TH Homeless People in Families - Hispanic/Latina/e/o,14006.0
2024,Sheltered TH Homeless People in Families - Hispanic/Latina/e/o Only,5238.0
2024,Sheltered TH Homeless People in Families - Middle Eastern or North African and Hispanic/Latina/e/o,36.0
2024,Sheltered TH Homeless People in Families - Multi-Racial and Hispanic/Latina/e/o,1178.0
2024,Sheltered TH Homeless People in Families - Native Hawaiian or Other Pacific Islander,1232.0
2024,Sheltered TH Homeless People in Families - Native Hawaiian or Other Pacific Islander Only,1120.0
2024,Sheltered TH Homeless People in Families - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,112.0
2024,Sheltered TH Homeless People in Families - Non-Hispanic/Latina/e/o,41950.0
2024,Sheltered TH Homeless People in Families - White,19642.0
2024,Sheltered TH Homeless People in Families - White Only,13866.0
2024,Sheltered TH Homeless People in Families - White and Hispanic/Latina/e/o,5776.0
2024,"Sheltered TH Homeless Veterans - American Indian, Alaska Native, or Indigenous",270.0
2024,"Sheltered TH Homeless Veterans - American Indian, Alaska Native, or Indigenous Only",214.0
2024,"Sheltered TH Homeless Veterans - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",56.0
2024,Sheltered TH Homeless Veterans - Asian or Asian American,132.0
2024,Sheltered TH Homeless Veterans - Asian or Asian American Only,132.0
2024,"Sheltered TH Homeless Veterans - Black, African American, or African",6258.0
2024,"Sheltered TH Homeless Veterans - Black, African American, or African Only",6092.0
2024,"Sheltered TH Homeless Veterans - Black, African American, or African and Hispanic/Latina/e/o",166.0
2024,Sheltered TH Homeless Veterans - Hispanic/Latina/e/o,1432.0
2024,Sheltered TH Homeless Veterans - Hispanic/Latina/e/o Only,360.0
2024,Sheltered TH Homeless Veterans - Multi-Racial and Hispanic/Latina/e/o,82.0
2024,Sheltered TH Homeless Veterans - Native Hawaiian or Other Pacific Islander,102.0
2024,Sheltered TH Homeless Veterans - Native Hawaiian or Other Pacific Islander Only,80.0
2024,Sheltered TH Homeless Veterans - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,22.0
2024,Sheltered TH Homeless Veterans - Non-Hispanic/Latina/e/o,14872.0
2024,Sheltered TH Homeless Veterans - White,8762.0
2024,Sheltered TH Homeless Veterans - White Only,8016.0
2024,Sheltered TH Homeless Veterans - White and Hispanic/Latina/e/o,746.0
2024,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",21664.0
2024,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous Only",16148.0
2024,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",5516.0
2024,Sheltered Total Homeless - Asian or Asian American,13448.0
2024,Sheltered Total Homeless - Asian or Asian American Only,12630.0
2024,Sheltered Total Homeless - Asian or Asian American and Hispanic/Latina/e/o,818.0
2024,"Sheltered Total Homeless - Black, African American, or African",363772.0
2024,"Sheltered Total Homeless - Black, African American, or African Only",336412.0
2024,"Sheltered Total Homeless - Black, African American, or African and Hispanic/Latina/e/o",27360.0
2024,Sheltered Total Homeless - Hispanic/Latina/e/o,337712.0
2024,Sheltered Total Homeless - Hispanic/Latina/e/o Only,212852.0
2024,Sheltered Total Homeless - Middle Eastern or North African and Hispanic/Latina/e/o,804.0
2024,Sheltered Total Homeless - Multi-Racial and Hispanic/Latina/e/o,7982.0
2024,Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,13136.0
2024,Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander Only,11730.0
2024,Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,1406.0
2024,Sheltered Total Homeless - Non-Hispanic/Latina/e/o,656800.0
2024,Sheltered Total Homeless - White,332916.0
2024,Sheltered Total Homeless - White Only,251942.0
2024,Sheltered Total Homeless - White and Hispanic/Latina/e/o,80974.0
2024,"Sheltered Total Homeless Individuals - American Indian, Alaska Native, or Indigenous",13926.0
2024,"Sheltered Total Homeless Individuals - American Indian, Alaska Native, or Indigenous Only",10776.0
2024,"Sheltered Total Homeless Individuals - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",3150.0
2024,Sheltered Total Homeless Individuals - Asian or Asian American,7996.0
2024,Sheltered Total Homeless Individuals - Asian or Asian American Only,7530.0
2024,Sheltered Total Homeless Individuals - Asian or Asian American and Hispanic/Latina/e/o,466.0
2024,"Sheltered Total Homeless Individuals - Black, African American, or African",179418.0
2024,"Sheltered Total Homeless Individuals - Black, African American, or African Only",171124.0
2024,"Sheltered Total Homeless Individuals - Black, African American, or African and Hispanic/Latina/e/o",8294.0
2024,Sheltered Total Homeless Individuals - Hispanic/Latina/e/o,120446.0
2024,Sheltered Total Homeless Individuals - Hispanic/Latina/e/o Only,66072.0
2024,Sheltered Total Homeless Individuals - Middle Eastern or North African and Hispanic/Latina/e/o,642.0
2024,Sheltered Total Homeless Individuals - Multi-Racial and Hispanic/Latina/e/o,3274.0
2024,Sheltered Total Homeless Individuals - Native Hawaiian or Other Pacific Islander,5086.0
2024,Sheltered Total Homeless Individuals - Native Hawaiian or Other Pacific Islander Only,4308.0
2024,Sheltered Total Homeless Individuals - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,778.0
2024,Sheltered Total Homeless Individuals - Non-Hispanic/Latina/e/o,392234.0
2024,Sheltered Total Homeless Individuals - White,222306.0
2024,Sheltered Total Homeless Individuals - White Only,184536.0
2024,Sheltered Total Homeless Individuals - White and Hispanic/Latina/e/o,37770.0
2024,"Sheltered Total Homeless People in Families - American Indian, Alaska Native, or Indigenous",7738.0
2024,"Sheltered Total Homeless People in Families - American Indian, Alaska Native, or Indigenous Only",5372.0
2024,"Sheltered Total Homeless People in Families - American Indian, Alaska Native, or Indigenous and Hispanic/Latina/e/o",2366.0
2024,Sheltered Total Homeless People in Families - Asian or Asian American,5452.0
2024,Sheltered Total Homeless People in Families - Asian or Asian American Only,5100.0
2024,Sheltered Total Homeless People in Families - Asian or Asian American and Hispanic/Latina/e/o,352.0
2024,"Sheltered Total Homeless People in Families - Black, African American, or African",184354.0
2024,"Sheltered Total Homeless People in Families - Black, African American, or African Only",165288.0
2024,"Sheltered Total Homeless People in Families - Black, African American, or African and Hispanic/Latina/e/o",19066.0
2024,Sheltered Total Homeless People in Families - Hispanic/Latina/e/o,217266.0
2024,Sheltered Total Homeless People in Families - Hispanic/Latina/e/o Only,146780.0
2024,Sheltered Total Homeless People in Families - Middle Eastern or North African and Hispanic/Latina/e/o,162.0
2024,Sheltered Total Homeless People in Families - Multi-Racial and Hispanic/Latina/e/o,4708.0
2024,Sheltered Total Homeless People in Families - Native Hawaiian or Other Pacific Islander,8050.0
2024,Sheltered Total Homeless People in Families - Native Hawaiian or Other Pacific Islander Only,7422.0
2024,Sheltered Total Homeless People in Families - Native Hawaiian or Other Pacific Islander and Hispanic/Latina/e/o,628.0
2024,Sheltered Total Homeless People in Families - Non-Hispanic/Latina/e/o,264566.0
2024,Sheltered Total Homeless People in Families - White,110610.0
